review_emotion	emotion_trust_per_1k	segment_id	doc_id	unit	_review_word_count	title	author	genre	century	year	text_preview_readable	token_count	lexical_token_count	emotion_anger_count	emotion_anger_per_1k	emotion_anger_prop	intensity_anger_mean	emotion_anticipation_count	emotion_anticipation_per_1k	emotion_anticipation_prop	intensity_anticipation_mean	emotion_disgust_count	emotion_disgust_per_1k	emotion_disgust_prop	intensity_disgust_mean	emotion_fear_count	emotion_fear_per_1k	emotion_fear_prop	intensity_fear_mean	emotion_joy_count	emotion_joy_per_1k	emotion_joy_prop	intensity_joy_mean	emotion_sadness_count	emotion_sadness_per_1k	emotion_sadness_prop	intensity_sadness_mean	emotion_surprise_count	emotion_surprise_per_1k	emotion_surprise_prop	intensity_surprise_mean	emotion_trust_count	emotion_trust_prop	intensity_trust_mean	sentiment_positive_count	sentiment_positive_per_1k	sentiment_negative_count	sentiment_negative_per_1k	vad_valence_mean	vad_arousal_mean	vad_dominance_mean	sentiment_balance	lexicon_hit_count	lexicon_unique_hit_count	lexicon_coverage	dominant_emotion	dominant_emotion_score	source_xml	xml_doc_index	publication	category	language	unit_segment	doc_id_segment	sent_ids	n_sent_ids	token_count_segment	word_token_count	lemma_token_count	text_preview	source_xml_segment	xml_doc_index_segment	title_segment	author_segment	century_segment	genre_segment	publication_segment	category_segment	year_segment	language_segment
emotion_anger_per_1k	95.23809523809524	wikivir-000985::window::1	wikivir-000985	window	94	Gospod	Srečko Kosovel	pesmi	20		"Gospod me zasleduje z drobnimi, hudobnimi očmi. Kaj me zasledujete, gospod, bi radi hrabrostno svetinjo, ker ste me ujeli ""Nevarnega?"" Človek je vedno jezen, če ima tako malenkostne skrbi, in če je plašan, se vsega boji in mu je vse nevarno. Kaj bi imeli vi, če bi ne imeli orožja? Plašljivci nosijo"	94	42	11.0	261.9047619047619	0.2444444444444444	0.25280952380952376	4.0	95.23809523809524	0.0888888888888888	0.08819047619047618	7.0	166.66666666666666	0.1555555555555555	0.12247619047619047	12.0	285.7142857142857	0.2666666666666666	0.31761904761904763	1.0	23.809523809523807	0.0222222222222222	0.0861904761904762	4.0	95.23809523809524	0.0888888888888888	0.13585714285714287	2.0	47.61904761904761	0.0444444444444444	0.03238095238095238	4.0	0.0888888888888888	0.12495238095238095	6.0	142.85714285714286	13.0	309.5238095238095	0.4170833333333333	0.5447539682539683	0.5758174603174604	-0.3684210526315789	21	15	0.5	fear	0.26666666666666666	wikivir.cleaned.xml	985	Integrali 26			window	wikivir-000985	wikivir-000985.s000001|wikivir-000985.s000002|wikivir-000985.s000003|wikivir-000985.s000004|wikivir-000985.s000005|wikivir-000985.s000006|wikivir-000985.s000007|wikivir-000985.s000008|wikivir-000985.s000009|wikivir-000985.s000010|wikivir-000985.s000011|wikivir-000985.s000012|wikivir-000985.s000013|wikivir-000985.s000014|wikivir-000985.s000015|wikivir-000985.s000016|wikivir-000985.s000017|wikivir-000985.s000018|wikivir-000985.s000019|wikivir-000985.s000020	20	94	76	41	"Gospod me zasleduje z drobnimi, hudobnimi očmi. Kaj me zasledujete, gospod, bi radi hrabrostno svetinjo, ker ste me ujeli ""Nevarnega?"" Človek je vedno jezen, če ima tako malenkostne skrbi, in če je plašan, se vsega boji in mu je vse nevarno. Kaj bi imeli vi, če bi ne imeli orožja? Plašljivci nosijo "	wikivir.cleaned.xml	985	Gospod	Srečko Kosovel	20	pesmi	Integrali 26			
emotion_anger_per_1k	95.23809523809524	wikivir-000985::document::1	wikivir-000985	document	95	Gospod	Srečko Kosovel	pesmi	20		"Gospod me zasleduje z drobnimi, hudobnimi očmi. Kaj me zasledujete, gospod, bi radi hrabrostno svetinjo, ker ste me ujeli ""Nevarnega?"" Človek je vedno jezen, če ima tako malenkostne skrbi, in če je plašan, se vsega boji in mu je vse nevarno. Kaj bi imeli vi, če bi ne imeli orožja? Plašljivci nosijo"	95	42	11.0	261.9047619047619	0.2444444444444444	0.25280952380952376	4.0	95.23809523809524	0.0888888888888888	0.08819047619047618	7.0	166.66666666666666	0.1555555555555555	0.12247619047619047	12.0	285.7142857142857	0.2666666666666666	0.31761904761904763	1.0	23.809523809523807	0.0222222222222222	0.0861904761904762	4.0	95.23809523809524	0.0888888888888888	0.13585714285714287	2.0	47.61904761904761	0.0444444444444444	0.03238095238095238	4.0	0.0888888888888888	0.12495238095238095	6.0	142.85714285714286	13.0	309.5238095238095	0.4170833333333333	0.5447539682539683	0.5758174603174604	-0.3684210526315789	21	15	0.5	fear	0.26666666666666666	wikivir.cleaned.xml	985	Integrali 26			document	wikivir-000985	wikivir-000985.s000001|wikivir-000985.s000002|wikivir-000985.s000003|wikivir-000985.s000004|wikivir-000985.s000005|wikivir-000985.s000006|wikivir-000985.s000007|wikivir-000985.s000008|wikivir-000985.s000009|wikivir-000985.s000010|wikivir-000985.s000011|wikivir-000985.s000012|wikivir-000985.s000013|wikivir-000985.s000014|wikivir-000985.s000015|wikivir-000985.s000016|wikivir-000985.s000017|wikivir-000985.s000018|wikivir-000985.s000019|wikivir-000985.s000020	20	95	76	41	"Gospod me zasleduje z drobnimi, hudobnimi očmi. Kaj me zasledujete, gospod, bi radi hrabrostno svetinjo, ker ste me ujeli ""Nevarnega?"" Človek je vedno jezen, če ima tako malenkostne skrbi, in če je plašan, se vsega boji in mu je vse nevarno. Kaj bi imeli vi, če bi ne imeli orožja? Plašljivci nosijo "	wikivir.cleaned.xml	985	Gospod	Srečko Kosovel	20	pesmi	Integrali 26			
emotion_anger_per_1k	102.04081632653062	wikivir-011686::window::36	wikivir-011686	window	124	Na mrtvi straži	Vitomir Feodor Jelenc	kratka proza	20	1921	mesto ... Komaj smo spoznali svojega druga ... odvojili smo njegovo truplo od drugih, izkopali mu grob ... ni bilo suhega očesa, ko smo izvršili žalosten obred, ko smo nad njegovim truplom nagomilili gomilo prsti ... Nad Kosovim poljem je grob našega komite; preko njegovega groba je divjala vojna, p	124	49	12.0	244.89795918367344	0.1904761904761904	0.19041666666666665	5.0	102.04081632653062	0.0793650793650793	0.06686111111111111	5.0	102.04081632653062	0.0793650793650793	0.08680555555555555	15.0	306.12244897959187	0.238095238095238	0.2555	3.0	61.224489795918366	0.0476190476190476	0.04677777777777778	13.0	265.30612244897964	0.2063492063492063	0.2746944444444444	5.0	102.04081632653062	0.0793650793650793	0.04816666666666667	5.0	0.0793650793650793	0.09047222222222223	5.0	102.04081632653062	17.0	346.9387755102041	0.4673819444444444	0.49239120370370365	0.48954861111111114	-0.5454545454545454	36	24	0.7346938775510204	fear	0.23809523809523808	wikivir.cleaned.xml	11686				window	wikivir-011686	wikivir-011686.s000187|wikivir-011686.s000188|wikivir-011686.s000189|wikivir-011686.s000190	4	124	93	49	mesto ... Komaj smo spoznali svojega druga ... odvojili smo njegovo truplo od drugih, izkopali mu grob ... ni bilo suhega očesa, ko smo izvršili žalosten obred, ko smo nad njegovim truplom nagomilili gomilo prsti ... Nad Kosovim poljem je grob našega komite; preko njegovega groba je divjala vojna, p	wikivir.cleaned.xml	11686	Na mrtvi straži	Vitomir Feodor Jelenc	20	kratka proza			1921	
emotion_anger_per_1k	23.809523809523807	wikivir-013253::window::25	wikivir-013253	window	101	Apokalipsa	Stanko Majcen	drame	20		petnajst let —Nasilni človek. Kdo govori? Petnajst let! Eno samo uro za tisoč smrti! Pop. In otel te bom iz rok asirskega kralja, tebe in tvoje mesto —Nasilni človek. In bom zadavil to godbo in jo davil ... davil ... (Se poloti popa, ga stisne k tlom in ga zadavi.)Glasovi. Vojak! Vojak! Nasilni človek	101	42	9.0	214.28571428571428	0.2368421052631578	0.25395652173913047	2.0	47.61904761904761	0.0526315789473684	0.03360869565217391	6.0	142.85714285714286	0.1578947368421052	0.1749130434782609	6.0	142.85714285714286	0.1578947368421052	0.2098695652173913	0.0	0.0	0.0	0.0	8.0	190.47619047619045	0.2105263157894736	0.21843478260869562	6.0	142.85714285714286	0.1578947368421052	0.1626086956521739	1.0	0.0263157894736842	0.017304347826086957	3.0	71.42857142857143	6.0	142.85714285714286	0.36974637681159417	0.4923550724637682	0.47929710144927545	-0.3333333333333333	23	15	0.5476190476190477	anger	0.23684210526315788	wikivir.cleaned.xml	13253				window	wikivir-013253	wikivir-013253.s000938|wikivir-013253.s000939|wikivir-013253.s000940|wikivir-013253.s000941|wikivir-013253.s000942|wikivir-013253.s000943|wikivir-013253.s000944|wikivir-013253.s000945|wikivir-013253.s000946|wikivir-013253.s000947|wikivir-013253.s000948|wikivir-013253.s000949|wikivir-013253.s000950|wikivir-013253.s000951	14	101	69	42	petnajst let —Nasilni človek. Kdo govori? Petnajst let! Eno samo uro za tisoč smrti!Pop. In otel te bom iz rok asirskega kralja, tebe in tvoje mesto —Nasilni človek. In bom zadavil to godbo in jo davil ... davil ... (Se poloti popa, ga stisne k tlom in ga zadavi.)Glasovi. Vojak! Vojak!Nasilni človek	wikivir.cleaned.xml	13253	Apokalipsa	Stanko Majcen	20	drame				
emotion_anger_per_1k	145.34883720930233	wikivir-014822::window::17	wikivir-014822	window	379	Kaj mora vedeti vsak Slovenec o Osvobodilni fronti		propagandne brosure	20	1944	nikdar ni oblast.105. Kaj so partizani? Partizani so po določbah mednarodnega, dražavnega in božjega prava samozvanci, nasilni uzurpatorji.106. Kaj pomeni, da so partizani nasilniki — uzurpatorji? Pomeni, da so oborožena roparska tolpa. Kar nam ne more nihče vzeti, če sami nočemo, je vera in ljubezen	379	172	36.0	209.30232558139537	0.2068965517241379	0.22715957446808507	18.0	104.65116279069768	0.1034482758620689	0.07840425531914894	10.0	58.13953488372093	0.057471264367816	0.06691489361702127	40.0	232.5581395348837	0.2298850574712643	0.20429787234042557	19.0	110.46511627906978	0.1091954022988505	0.09745744680851064	25.0	145.34883720930233	0.1436781609195402	0.10495744680851063	1.0	5.813953488372093	0.0057471264367816	0.006893617021276596	25.0	0.1436781609195402	0.18459574468085108	27.0	156.97674418604652	38.0	220.93023255813955	0.47693705673758874	0.5236547619047618	0.6148548632218845	-0.16923076923076924	94	49	0.5465116279069767	fear	0.22988505747126436	wikivir.cleaned.xml	14822				window	wikivir-014822	wikivir-014822.s000289|wikivir-014822.s000290|wikivir-014822.s000291|wikivir-014822.s000292|wikivir-014822.s000293|wikivir-014822.s000294|wikivir-014822.s000295|wikivir-014822.s000296|wikivir-014822.s000297|wikivir-014822.s000298|wikivir-014822.s000299|wikivir-014822.s000300|wikivir-014822.s000301|wikivir-014822.s000302|wikivir-014822.s000303|wikivir-014822.s000304|wikivir-014822.s000305|wikivir-014822.s000306|wikivir-014822.s000307|wikivir-014822.s000308	36	379	300	165	nikdar ni oblast.105. Kaj so partizani?Partizani so po določbah mednarodnega, dražavnega in božjega prava samozvanci, nasilni uzurpatorji.106. Kaj pomeni, da so partizani nasilniki — uzurpatorji? Pomeni, da so oborožena roparska tolpa. Kar nam ne more nihče vzeti, če sami nočemo, je vera in ljubezen	wikivir.cleaned.xml	14822	Kaj mora vedeti vsak Slovenec o Osvobodilni fronti		20	propagandne brosure			1944	
emotion_anger_per_1k	305.5555555555556	wikivir-010666::window::3	wikivir-010666	window	172	Pripovedka o treh bratih		ljudske pripovedke	19		vrata vzeli seboj. Prišli so v gozdu do nekega drevesa, kjer so se skrili. Ali komaj so nekoliko časa sedeli na drevesi, prišli so roparji pod drevo,pa so prinesli tri vreče denarja seboj. Ko so pa denar počeli šteti, je nekaj na drevesi zašumelo. Roparji so se prestrašili ter so vsi zbežali, samo j	172	72	15.0	208.33333333333331	0.1530612244897959	0.03435555555555555	17.0	236.11111111111111	0.173469387755102	0.15062222222222224	8.0	111.1111111111111	0.0816326530612244	0.006933333333333333	4.0	55.55555555555555	0.0408163265306122	0.05244444444444444	15.0	208.33333333333331	0.1530612244897959	0.13348888888888888	2.0	27.77777777777777	0.0204081632653061	0.025688888888888886	15.0	208.33333333333331	0.1530612244897959	0.0753111111111111	22.0	0.2244897959183673	0.21551111111111113	18.0	250.0	4.0	55.55555555555555	0.5961666666666666	0.4291111111111111	0.5162888888888889	0.6363636363636364	45	25	0.625	trust	0.22448979591836735	wikivir.cleaned.xml	10666				window	wikivir-010666	wikivir-010666.s000021|wikivir-010666.s000022|wikivir-010666.s000023|wikivir-010666.s000024|wikivir-010666.s000025|wikivir-010666.s000026|wikivir-010666.s000027|wikivir-010666.s000028|wikivir-010666.s000029|wikivir-010666.s000030	10	172	146	71	vrata vzeli seboj. Prišli so v gozdu do nekega drevesa, kjer so se skrili. Ali komaj so nekoliko časa sedeli na drevesi, prišli so roparji pod drevo,pa so prinesli tri vreče denarja seboj. Ko so pa denar počeli šteti, je nekaj na drevesi zašumelo. Roparji so se prestrašili ter so vsi zbežali, samo j	wikivir.cleaned.xml	10666	Pripovedka o treh bratih		19	ljudske pripovedke				
emotion_anger_per_1k	145.83333333333334	wikivir-010292::window::1	wikivir-010292	window	124	Povračilo	Pavlina Pajk	pesmi	19		Za tožnost, ki prestajem je obilo Od dne usodnega, ko sem spoznala te, Jedino to mi daješ povračilo, Da sovražiš me! Da tebi je srce se posvetilo In vse je tvoje, v njem kar lilazega cvete, Jedino to mi daješ povračilo, Da sovražiš me! Da upanje v bodočnost ostrupilo Za večni čas je tvoje mi ponašan	124	48	10.0	208.33333333333331	0.3333333333333333	0.3202380952380952	3.0	62.5	0.1	0.08	5.0	104.16666666666669	0.1666666666666666	0.1619047619047619	0.0	0.0	0.0	0.0	2.0	41.66666666666666	0.0666666666666666	0.1648095238095238	1.0	20.83333333333333	0.0333333333333333	0.07357142857142857	2.0	41.66666666666666	0.0666666666666666	0.03347619047619048	7.0	0.2333333333333333	0.1881904761904762	8.0	166.66666666666666	10.0	208.33333333333331	0.5040793650793651	0.5390396825396826	0.5240753968253968	-0.1111111111111111	21	11	0.4375	anger	0.3333333333333333	wikivir.cleaned.xml	10292				window	wikivir-010292	wikivir-010292.s000001|wikivir-010292.s000002|wikivir-010292.s000003|wikivir-010292.s000004|wikivir-010292.s000005|wikivir-010292.s000006|wikivir-010292.s000007|wikivir-010292.s000008|wikivir-010292.s000009|wikivir-010292.s000010|wikivir-010292.s000011|wikivir-010292.s000012|wikivir-010292.s000013|wikivir-010292.s000014|wikivir-010292.s000015|wikivir-010292.s000016|wikivir-010292.s000017|wikivir-010292.s000018|wikivir-010292.s000019|wikivir-010292.s000020	20	124	105	47	Za tožnost, ki prestajem je obilo Od dne usodnega, ko sem spoznala te, Jedino to mi daješ povračilo, Da sovražiš me! Da tebi je srce se posvetilo In vse je tvoje, v njem kar lilazega cvete, Jedino to mi daješ povračilo, Da sovražiš me! Da upanje v bodočnost ostrupilo Za večni čas je tvoje mi ponašan	wikivir.cleaned.xml	10292	Povračilo	Pavlina Pajk	19	pesmi				
emotion_anger_per_1k	145.83333333333334	wikivir-010292::document::1	wikivir-010292	document	125	Povračilo	Pavlina Pajk	pesmi	19		Za tožnost, ki prestajem je obilo Od dne usodnega, ko sem spoznala te, Jedino to mi daješ povračilo, Da sovražiš me! Da tebi je srce se posvetilo In vse je tvoje, v njem kar lilazega cvete, Jedino to mi daješ povračilo, Da sovražiš me! Da upanje v bodočnost ostrupilo Za večni čas je tvoje mi ponašan	125	48	10.0	208.33333333333331	0.3333333333333333	0.3202380952380952	3.0	62.5	0.1	0.08	5.0	104.16666666666669	0.1666666666666666	0.1619047619047619	0.0	0.0	0.0	0.0	2.0	41.66666666666666	0.0666666666666666	0.1648095238095238	1.0	20.83333333333333	0.0333333333333333	0.07357142857142857	2.0	41.66666666666666	0.0666666666666666	0.03347619047619048	7.0	0.2333333333333333	0.1881904761904762	8.0	166.66666666666666	10.0	208.33333333333331	0.5040793650793651	0.5390396825396826	0.5240753968253968	-0.1111111111111111	21	11	0.4375	anger	0.3333333333333333	wikivir.cleaned.xml	10292				document	wikivir-010292	wikivir-010292.s000001|wikivir-010292.s000002|wikivir-010292.s000003|wikivir-010292.s000004|wikivir-010292.s000005|wikivir-010292.s000006|wikivir-010292.s000007|wikivir-010292.s000008|wikivir-010292.s000009|wikivir-010292.s000010|wikivir-010292.s000011|wikivir-010292.s000012|wikivir-010292.s000013|wikivir-010292.s000014|wikivir-010292.s000015|wikivir-010292.s000016|wikivir-010292.s000017|wikivir-010292.s000018|wikivir-010292.s000019|wikivir-010292.s000020	20	125	105	47	Za tožnost, ki prestajem je obilo Od dne usodnega, ko sem spoznala te, Jedino to mi daješ povračilo, Da sovražiš me! Da tebi je srce se posvetilo In vse je tvoje, v njem kar lilazega cvete, Jedino to mi daješ povračilo, Da sovražiš me! Da upanje v bodočnost ostrupilo Za večni čas je tvoje mi ponašan	wikivir.cleaned.xml	10292	Povračilo	Pavlina Pajk	19	pesmi				
emotion_anger_per_1k	264.1509433962264	wikivir-002714::window::3	wikivir-002714	window	124	Trije bratje		ljudske pripovedke			trije bratje svojega gospoda, hudega duha. Ta jim reče: «V hudo skušnjavo sem vas spravil, a ker ste bili mož-beseda in ste mi pomagali, da tega krčmarja — ubijalca pred dobim v pekel, dobote zdaj plačo. Dal je vsakemu veliko mošnjo, polno rumenega zlata. Sodniku pa je naznanil, kdo je in tudi poved	124	53	11.0	207.5471698113208	0.171875	0.15123529411764708	3.0	56.60377358490566	0.046875	0.04711764705882353	5.0	94.33962264150944	0.078125	0.0636764705882353	12.0	226.41509433962264	0.1875	0.18338235294117647	5.0	94.33962264150944	0.078125	0.08241176470588236	9.0	169.81132075471697	0.140625	0.16026470588235295	5.0	94.33962264150944	0.078125	0.0686764705882353	14.0	0.21875	0.24400000000000002	15.0	283.0188679245283	10.0	188.67924528301887	0.5165532212885154	0.5424404761904762	0.5520658263305322	0.2	34	31	0.6415094339622641	trust	0.21875	wikivir.cleaned.xml	2714				window	wikivir-002714	wikivir-002714.s000019|wikivir-002714.s000020|wikivir-002714.s000021|wikivir-002714.s000022|wikivir-002714.s000023|wikivir-002714.s000024	6	124	103	53	trije bratje svojega gospoda, hudega duha. Ta jim reče: «V hudo skušnjavo sem vas spravil, a ker ste bili mož-beseda in ste mi pomagali, da tega krčmarja — ubijalca pred dobim v pekel, dobote zdaj plačo. Dal je vsakemu veliko mošnjo, polno rumenega zlata. Sodniku pa je naznanil, kdo je in tudi poved	wikivir.cleaned.xml	2714	Trije bratje			ljudske pripovedke				
emotion_anger_per_1k	130.43478260869566	wikivir-004344::document::1	wikivir-004344	document	86	MELANHOLIČNI SONG	Milan Dekleva	pesmi	20		MELANHOLIČNI SONG Če moški razmišlja o Roški, če noče ležati med joški, če raje, kot gnetel bi boke, politike vleče za roke: takrat me zgrabi melanholija, še hujša kakor monogamija, takrat me zgrabi melanholija, še hujša kakor televizija. Če moški erotični manko zamenja za tolar in banko, če gleda p	86	46	9.0	195.6521739130435	0.2368421052631578	0.16633333333333333	2.0	43.47826086956522	0.0526315789473684	0.053933333333333326	0.0	0.0	0.0	0.0	9.0	195.6521739130435	0.2368421052631578	0.1703666666666667	1.0	21.73913043478261	0.0263157894736842	0.016666666666666666	9.0	195.6521739130435	0.2368421052631578	0.19636666666666663	2.0	43.47826086956522	0.0526315789473684	0.037766666666666664	6.0	0.1578947368421052	0.10863333333333332	5.0	108.69565217391305	14.0	304.34782608695656	0.38938888888888906	0.4787777777777779	0.4666055555555556	-0.47368421052631576	30	18	0.6521739130434783	anger	0.23684210526315788	wikivir.cleaned.xml	4344				document	wikivir-004344	wikivir-004344.s000001|wikivir-004344.s000002|wikivir-004344.s000003|wikivir-004344.s000004|wikivir-004344.s000005|wikivir-004344.s000006|wikivir-004344.s000007|wikivir-004344.s000008|wikivir-004344.s000009|wikivir-004344.s000010|wikivir-004344.s000011|wikivir-004344.s000012|wikivir-004344.s000013|wikivir-004344.s000014|wikivir-004344.s000015|wikivir-004344.s000016|wikivir-004344.s000017|wikivir-004344.s000018|wikivir-004344.s000019|wikivir-004344.s000020	23	86	71	46	MELANHOLIČNI SONG Če moški razmišlja o Roški, če noče ležati med joški, če raje, kot gnetel bi boke, politike vleče za roke: takrat me zgrabi melanholija, še hujša kakor monogamija, takrat me zgrabi melanholija, še hujša kakor televizija. Če moški erotični manko zamenja za tolar in banko, če gleda p	wikivir.cleaned.xml	4344	MELANHOLIČNI SONG	Milan Dekleva	20	pesmi				
